file_name,flight_time(seconds),altitude(m),zSpeed_avg,zSpeed_sd,speed_avg,speed_sd,power_avg,power_sd,power_intensity,tilt_avg,tilt_sd,turbulence_intensity
Jan13.12-24_50m,25.0,50,0.0009320583333333333,0.03827146722203274,0.014912933333333331,0.05591569980469043,37.94511735833334,3.749329866487508,0.09867925478759391,12.94056345639242,1.45518289330532,0.11201845849028595
Jan13.12-28_10m,25.0,10,-0.009205514403292182,0.053006856546769794,0.05873118189300413,0.1085342431002727,39.241271534979425,2.0026692550671843,0.05096982553197061,6.213588616902935,2.3220288128585063,0.3707186015684801
Jan13.12-28_30m,23.0,30,0.0019795929203539828,0.08165740145979962,0.04374900353982301,0.09576330034457708,40.7908684159292,5.653500555115793,0.1384275304222168,12.66332543078503,2.2975859037902198,0.18072265327423048
Jan13.12-28_50m,23.0,50,0.022652556962025314,0.09388287108743897,0.007550852320675106,0.04048432434737786,37.72984520253164,2.570866021803551,0.06804861184638407,12.325637408662928,1.2296875127205742,0.09936356990063354
Jan13.5-33_10m,18.0,10,0.010941554347826088,0.08194850776889682,0.04084846956521739,0.09012365604322264,37.1090310326087,3.0499361926012996,0.08207792581902487,8.330533272026837,1.75764937766932,0.20973001605233543
Jan13.5-33_30m,20.0,30,0.009917467980295566,0.12650224166601728,0.019834935960591132,0.06374597212987662,38.22000953694581,4.684771043824841,0.12241363669643643,10.733630971364336,2.62359885531133,0.24329456954510326
Jan13.5-33_50m,17.0,50,-0.050552316384180784,0.18544695299817796,0.1726361604519774,0.16960657005921495,54.99629043502825,11.35644236199628,0.20630713300109507,23.172440833455788,3.4087733482035274,0.14678790109317977
Jan13.5-35_10m,20.0,10,-0.025984656565656565,0.0986690402037754,0.031633494949494946,0.0825687570443519,37.02465786868686,2.6318089378288603,0.07098673566052455,8.113429652015052,1.8635528234726733,0.22828062504497432
Jan13.5-35_30m,23.0,30,0.009478559322033897,0.16738216910376558,0.03924123559322033,0.08595462132213078,41.8718384237288,4.946312873985873,0.11798893035154052,15.92064166976772,1.704297249812639,0.10671438787828157
Jan13.5-35_50m,25.0,50,-0.020169131147540983,0.129957555174738,0.04070497377049181,0.0917508561281951,42.386104393442615,5.286781193438799,0.12458215166083275,17.903464894888025,1.7455063067209058,0.09722392401357088
Jan13.5-38_10m,21.0,10,0.024154751173708917,0.09283902539504064,0.0873771868544601,0.12395982968056139,37.30473183568075,1.912826282527212,0.051207067713443084,4.65062079293485,1.6300070742822976,0.34676421393792045
Jan13.5-38_30m,24.0,30,-0.011869477551020408,0.1504067289509546,0.05806913632653061,0.10843019494132754,34.4570648244898,5.406586552908702,0.15668056904891042,12.097315114456169,2.3630323324968603,0.19453124498965896
Jan13.5-38_50m,24.0,50,0.03898401659751037,0.13129562542966308,0.11695204979253113,0.15376724131390768,32.88295787551868,4.5149411909958355,0.13709491895813283,12.366329570620842,2.8300825968070553,0.22793230323907593
Jan13.5-40_10m,24.0,10,0.010338798319327732,0.05900808416146392,0.03872349915966387,0.09361502097341037,35.90497829831932,2.3928577710011267,0.06655150091171043,5.2060436874720635,1.4047718128489872,0.26726791031004987
